Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-01-28,187.125,188.075,176.676,176.676,10979.362506822
2022-01-31,176.676,180.476,171.927,171.927,3943.6851040898
2022-02-01,175.252,183.325,175.252,177.626,1975.0008689996
2022-02-02,180.476,186.175,177.626,186.175,5072.2570292324
2022-02-03,186.65,187.599,180.476,181.426,2141.3388952799
2022-02-04,183.325,186.175,181.426,181.426,555.86378402546
2022-02-07,180.95,183.325,177.152,183.325,1395.976093973
2022-02-08,184.275,186.175,182.376,182.376,628.50507398334
2022-02-09,185.225,190.924,182.85,184.75,1664.4330351217
2022-02-10,184.75,184.75,180.001,180.476,1467.5646116127
2022-02-11,180.476,180.476,175.727,176.676,1271.7489604219
2022-02-14,174.776,178.101,170.977,173.827,2629.8252509387
2022-02-15,175.727,183.801,175.727,179.526,1145.4162822343
2022-02-16,180.476,181.426,175.252,175.252,3076.2007138682
2022-02-17,176.201,179.051,174.776,174.776,1510.7282766601
2022-02-18,175.727,179.526,174.776,175.727,475.85308783998
2022-02-21,180.476,180.476,172.877,172.877,2805.6382280831
2022-02-22,172.402,173.352,166.228,172.402,1780.237990127
2022-02-23,173.827,173.827,168.127,170.502,4710.1033517612
2022-02-24,160.529,165.278,153.405,153.405,11671.033919898
2022-02-25,169.078,169.078,155.78,167.178,1989.7396814548
2022-02-28,167.652,178.576,165.278,168.127,1805.5045257645
2022-03-01,170.977,174.776,161.478,164.328,1153.8384607801
2022-03-02,166.703,167.652,157.679,167.652,2941.4458571347
2022-03-03,162.429,167.652,160.529,166.228,1725.493829579
2022-03-04,168.603,168.603,165.753,167.178,930.65072931536
2022-03-07,167.178,167.178,154.354,157.204,4458.4907677042
2022-03-08,159.578,159.578,152.455,153.405,2550.8673270714
2022-03-09,154.829,162.429,154.829,158.629,1944.4704717709
2022-03-10,163.378,167.178,161.478,167.178,2787.7410986732
2022-03-11,167.178,167.178,163.378,165.278,1555.997486344
2022-03-14,164.328,168.127,163.378,163.378,2237.1411762388
2022-03-15,165.278,166.228,161.478,161.478,535.86110997909
2022-03-16,165.278,167.652,162.429,162.903,2016.0589894105
2022-03-17,168.603,170.977,162.903,162.903,2355.0516758806
2022-03-18,166.228,170.027,162.429,170.027,2414.0069257015
2022-03-21,169.552,170.027,166.228,168.127,2047.6421589574
2022-03-22,165.753,169.078,165.753,168.603,788.5264663543
2022-03-23,169.078,169.552,168.603,169.078,948.54785872527
2022-03-24,169.078,173.352,168.603,173.352,6376.6419315194
2022-03-25,173.352,184.75,173.352,182.376,13857.642024862
2022-03-28,179.526,182.376,176.676,178.576,3726.8140065344
2022-03-29,182.376,182.376,176.676,176.676,2087.6475070502
2022-03-30,178.576,180.476,170.502,170.977,11175.178158012
2022-03-31,170.977,180.476,170.027,180.476,4873.2830610869
2022-04-01,175.727,180.476,174.776,177.626,1209.6353936463
2022-04-04,179.526,180.476,177.152,177.152,1822.3488828562
2022-04-05,177.152,180.476,177.152,178.101,892.75092585908
2022-04-06,178.576,182.376,177.626,181.426,2993.031700728
2022-04-07,181.426,185.701,178.101,178.101,5293.3392160607
2022-04-08,181.901,185.225,178.576,178.576,1439.1397590205
2022-04-11,185.225,185.225,179.526,180.476,924.33409540598
2022-04-12,180.476,182.376,178.101,182.376,481.11694943113
2022-04-13,183.325,185.225,181.806,183.325,1972.8953243631
2022-04-14,183.325,183.325,180.476,183.135,522.1750698421
2022-04-19,185.035,185.035,176.676,176.676,843.27062690227
2022-04-20,176.676,179.146,170.977,170.977,372.68140065344
2022-04-21,171.167,174.776,171.167,172.877,289.51238751326
2022-04-22,172.877,174.586,165.468,165.468,1438.0869867022
2022-04-25,165.658,165.848,161.478,162.429,1658.1164012123
2022-04-26,165.658,165.658,161.478,162.429,1233.8491569656
2022-04-27,162.999,163.378,161.478,163.378,18035.042583598
2022-04-28,163.378,163.378,161.478,161.858,623.24121239219
2022-04-29,163.378,163.378,161.478,163.378,338.99268647007
2022-05-02,164.138,166.228,164.138,164.138,383.20912383574
2022-05-04,162.429,163.378,161.669,163.378,252.66535637521
2022-05-05,163.378,163.378,158.629,158.629,815.89854662829
2022-05-06,158.439,160.908,155.019,160.908,4686.9423607602
2022-05-09,157.679,160.529,151.79,151.79,5084.8902970511
2022-05-10,153.689,160.529,153.689,159.769,994.86984072739
2022-05-11,161.288,163.378,159.769,161.099,7159.9045362825
2022-05-12,161.478,161.478,157.869,159.578,2765.6328799903
2022-05-13,159.578,163.378,157.679,163.378,617.97735080104
2022-05-16,163.188,165.088,162.238,163.948,393.73684701804
2022-05-17,165.848,165.848,162.618,164.328,462.16704770299
2022-05-18,163.378,164.708,161.288,161.288,681.14368989484
2022-05-19,157.109,161.858,157.109,159.389,341.09823110653
2022-05-20,156.729,162.808,156.729,162.429,343.20377574299
2022-05-23,163.758,164.328,162.429,163.378,787.47369403607
2022-05-24,164.328,164.708,160.908,164.708,431.63665047432
2022-05-25,164.897,166.228,163.568,166.228,557.96932866192
2022-05-26,164.708,166.228,163.568,166.228,86.327330094864
2022-05-27,166.228,170.977,164.897,168.888,685.35477916776
2022-05-30,172.877,174.016,169.837,172.877,2545.6034654802
2022-05-31,172.877,173.067,168.697,172.497,1091.7248940046
2022-06-01,172.307,172.497,167.178,169.837,1129.6246974608
2022-06-02,169.837,170.027,167.937,167.937,267.40416883043
2022-06-03,167.937,170.027,167.748,170.027,244.24317782937
2022-06-06,170.977,170.977,168.127,170.027,118.96327196
2022-06-07,170.027,170.027,168.127,168.127,111.59386573238
2022-06-08,170.218,170.218,165.658,165.658,3561.5287525722
2022-06-09,165.278,168.127,165.278,165.658,1470.7229285674
2022-06-10,166.228,168.697,159.959,167.178,1173.8411348265
2022-06-13,167.178,167.178,160.529,164.328,724.30735494227
2022-06-14,166.418,166.418,159.578,159.578,4077.387188505
2022-06-15,157.679,160.529,157.679,160.148,304.25119996848
2022-06-17,158.059,158.059,151.98,151.98,3832.0912383574
2022-06-20,153.12,157.679,152.929,157.679,247.40149478406
2022-06-21,155.589,165.468,155.589,165.468,1373.8678752902
2022-06-22,166.228,169.078,162.618,166.038,2636.141884848
2022-06-23,165.278,165.278,155.399,155.399,521.12229752387
2022-06-24,155.969,160.148,155.969,159.959,192.6573342361
2022-06-27,159.959,160.148,156.729,159.389,690.61864075891
2022-06-28,160.529,160.529,158.819,160.529,142.12426296106
2022-06-29,162.238,170.027,161.478,170.027,1001.1864746368
2022-06-30,167.178,167.178,159.389,159.389,435.84773974724
2022-07-01,159.769,169.078,159.578,161.858,6100.8155841431
2022-07-04,167.178,167.178,160.718,162.808,6087.1295440061
2022-07-05,162.429,162.429,157.109,157.109,569.54982416245
2022-07-06,157.109,160.339,152.929,152.929,1370.7095583355
2022-07-07,153.12,162.429,153.12,161.288,472.69477088529
2022-07-08,164.401,165.374,160.121,160.51,276.524475532
2022-07-11,161.483,173.156,161.483,173.156,584.916083932
2022-07-12,172.184,172.184,160.51,160.705,1524.482517524
2022-07-13,165.374,165.374,162.456,165.18,579.776223792
2022-07-14,163.234,164.79,160.121,160.121,601.36363638
2022-07-15,162.067,162.261,159.927,160.316,337.174825184
2022-07-18,160.316,161.483,159.537,161.483,593.139860156
2022-07-19,159.537,162.456,159.343,162.067,302.223776232
2022-07-20,162.067,162.067,160.316,160.316,1991.181818236
2022-07-21,165.374,165.374,158.565,161.483,727.804195824
2022-07-22,161.678,164.985,160.51,160.51,522.209790224
2022-07-25,160.51,163.429,160.51,163.429,9706.111888376
2022-07-26,163.429,164.401,160.51,160.51,218.958041964
2022-07-27,160.51,160.51,158.565,160.121,541.741258756
2022-07-28,160.121,168.098,160.121,168.098,4357.573426692
2022-07-29,168.098,176.075,167.514,176.075,6786.671328856
2022-08-01,176.075,176.269,168.487,168.876,376.237762248
2022-08-02,172.184,177.048,170.238,177.048,974.517482544
2022-08-03,176.075,179.771,173.156,179.771,479.034965048
2022-08-04,180.355,180.939,177.048,180.939,5245.741258884
2022-08-05,180.939,180.939,178.604,179.188,492.398601412
2022-08-08,179.966,182.495,178.02,182.495,787.426573448
2022-08-09,183.468,183.468,179.966,180.355,482.118881132
2022-08-10,180.355,183.857,180.355,183.857,634.258741276
2022-08-11,183.857,184.83,181.328,183.857,618.839160856
2022-08-12,184.635,185.024,180.55,182.301,418.384615396
2022-08-16,182.301,186.581,178.993,183.857,959.097902124
2022-08-17,185.997,186.776,178.02,186.776,1485.41958046
2022-08-18,186.776,186.97,182.69,186.776,693.8811189
2022-08-19,184.83,186.97,178.215,180.355,620.895104912
2022-08-22,183.468,183.468,168.098,171.211,2194.72027978
2022-08-23,170.433,173.546,170.433,172.573,132.608391612
2022-08-24,174.518,175.102,170.238,171.795,672.293706312
2022-08-25,171.795,172.184,170.238,170.238,164.47552448
2022-08-26,172.378,178.604,170.433,171.016,702.104895124
2022-08-29,171.211,171.405,162.456,162.845,1308.608391644
2022-08-30,165.374,168.098,159.537,159.537,2138.18181824
2022-08-31,158.37,160.899,156.619,156.619,6143.160839328
2022-09-01,156.619,156.814,153.312,153.312,2604.881118952
2022-09-02,155.646,160.121,152.533,154.673,981.71328674
2022-09-05,155.841,156.814,153.117,153.117,1058.81118884
2022-09-06,153.117,157.592,153.117,153.312,1681.762237808
2022-09-07,154.284,157.397,153.117,156.424,261.104895112
2022-09-08,157.008,159.732,154.673,156.619,952.930069956
2022-09-09,156.619,159.537,156.035,159.537,1261.321678356
2022-09-12,159.732,160.51,158.565,160.51,780.230769252
2022-09-13,161.288,162.456,155.841,155.841,722.664335684
2022-09-14,155.841,158.37,154.284,155.452,398.853146864
2022-09-15,155.646,157.592,155.646,155.646,425.580419592
2022-09-16,155.646,155.646,150.004,150.004,1173.944055976
2022-09-19,149.81,153.701,149.81,151.561,1788.67132872
2022-09-20,152.728,153.312,151.755,153.117,190.17482518
2022-09-21,153.312,153.312,146.891,148.837,2108.370629428
2022-09-22,150.199,150.199,148.253,148.837,189.146853152
2022-09-23,150.004,150.004,145.918,147.669,763.783216804
2022-09-26,144.167,147.864,143,143.973,615.755244772
2022-09-27,144.556,150.782,144.556,149.81,579.776223792
2022-09-28,148.837,149.031,147.28,148.837,1188.335664368
2022-09-29,149.031,149.031,141.249,141.249,892.279720304
2022-09-30,141.249,145.918,141.249,145.918,788.454545476
2022-10-03,148.642,148.642,143,143,967.321678348
2022-10-04,144.946,147.28,144.751,144.751,1213.00699304
2022-10-05,144.946,147.475,143,147.475,497.538461552
2022-10-06,147.475,147.475,145.918,147.475,156.251748256
2022-10-07,147.475,147.475,143.973,143.973,205.5944056
2022-10-10,145.918,145.918,142.027,145.14,452.30769232
2022-10-11,145.529,147.28,143.973,145.918,2451.71328678
2022-10-12,145.918,146.891,143.973,143.973,158.307692312
2022-10-13,144.946,144.946,142.416,142.416,358.762237772
2022-10-14,144.167,144.167,137.552,137.552,1952.118881172
2022-10-17,140.082,140.082,132.299,132.299,3592.76223786
2022-10-18,134.245,136.385,133.272,136.385,3625.657342756
2022-10-19,136.19,136.969,134.05,135.218,174.75524476
2022-10-20,135.023,138.331,135.023,135.801,423.524475536
2022-10-21,136.19,138.525,135.218,136.385,139.804195808
2022-10-24,138.136,138.136,134.634,137.358,849.104895128
2022-10-25,138.136,138.136,134.245,136.58,1801.006993056
2022-10-26,136.58,137.163,134.245,136.969,980.685314712
2022-10-27,137.163,138.72,136.19,137.163,546.881118896
2022-10-28,137.163,139.498,135.412,135.412,675.377622396
2022-10-31,139.303,139.303,135.801,136.19,1665.31468536
2022-11-02,137.941,138.72,135.023,138.136,4888.00699314
2022-11-03,137.941,141.054,137.163,141.054,1058.81118884
2022-11-04,141.054,146.891,140.082,146.891,2853.650349728
2022-11-07,144.167,149.81,143.973,146.113,1215.062937096
2022-11-08,147.086,148.642,145.918,148.642,967.321678348
2022-11-09,148.837,148.837,143,143.195,1303.468531504
2022-11-10,144.751,144.751,142.222,143.973,944.706293732
2022-11-14,144.167,147.669,144.167,146.891,1771.195804244
2022-11-15,148.837,148.837,144.946,146.113,827.51748254
2022-11-16,144.556,145.335,143.584,143.973,951.902097928
2022-11-17,143.389,145.918,141.249,142.611,978.629370656
2022-11-18,143,146.307,143,144.751,1146.18881122
2022-11-21,145.918,146.697,143.973,143.973,723.692307712
2022-11-22,145.918,146.113,142.027,144.556,9872.643356912
2022-11-23,145.724,145.918,144.946,145.918,573.608391624
2022-11-24,145.918,146.307,144.946,146.113,4405.888112008
2022-11-25,146.113,148.837,144.946,147.864,972.461538488
2022-11-28,147.864,151.755,147.864,151.366,897.419580444
2022-11-29,151.755,153.701,151.755,152.728,1559.433566476
2022-11-30,152.728,155.452,152.144,154.284,1809.23076928
2022-12-01,156.23,164.207,152.533,163.818,4140.671328784
2022-12-02,164.207,177.242,160.51,175.102,7610.076923284
2022-12-05,174.907,174.907,167.514,174.324,20624.202797764
2022-12-06,170.238,171.016,163.429,163.818,3832.279720384
2022-12-07,164.401,165.374,160.705,160.705,1306.552447588
2022-12-08,160.51,167.32,160.51,164.985,564.356643372
2022-12-09,168.293,168.293,165.374,167.32,855.272727296
2022-12-12,168.293,168.293,166.541,167.32,422.496503508
2022-12-13,168.293,171.989,166.931,171.989,726.776223796
2022-12-14,171.989,174.907,168.682,170.238,966.29370632
2022-12-15,172.573,172.573,165.763,167.32,375.20979022
2022-12-16,165.958,173.156,164.596,173.156,2688.14685322
2022-12-19,174.129,174.129,165.374,166.931,90.461538464
2022-12-20,172.184,172.184,166.347,168.293,373.153846164
2022-12-21,169.071,169.265,166.347,168.293,317.643356652
2022-12-22,168.293,169.265,164.401,166.152,1183.195804228
2022-12-23,166.541,166.541,163.429,164.401,323.81118882
2022-12-27,164.401,166.152,164.401,165.374,601.36363638
2022-12-28,165.374,165.374,162.456,164.207,287.83216784
2022-12-29,162.845,165.18,161.483,164.79,681.545454564
2022-12-30,165.374,165.374,159.537,159.537,3394.363636456
2023-01-02,159.732,162.845,158.565,162.845,478.00699302
2023-01-03,161.483,163.429,161.483,162.845,1747.5524476
2023-01-04,162.845,163.818,162.845,163.234,760.69930072
2023-01-05,163.234,170.238,162.65,164.401,14377.216783608
2023-01-09,165.18,166.152,163.429,164.985,618.839160856
2023-01-10,165.374,165.374,160.51,161.678,2141.265734324
2023-01-11,159.927,167.32,158.954,165.374,2120.706293764
2023-01-12,167.32,167.32,164.401,165.374,471.839160852
2023-01-13,165.374,165.763,160.51,164.012,1275.713286748
2023-01-16,164.985,165.18,161.483,164.596,461.559440572
2023-01-17,165.374,167.32,164.596,164.596,27470.496504244
2023-01-18,166.541,167.32,162.067,166.347,1614.944055988
2023-01-19,163.429,166.931,161.872,165.18,748.363636384
2023-01-20,166.347,166.347,162.456,165.374,387.545454556
2023-01-23,165.374,166.152,164.401,165.569,413.244755256
2023-01-24,165.569,166.347,161.483,163.429,1081.426573456
2023-01-25,164.596,165.374,162.261,162.65,324.839160848
2023-01-26,163.623,164.985,162.456,162.456,238.489510496
2023-01-27,162.456,165.18,159.537,159.537,3465.293706388
2023-01-30,160.51,161.872,159.732,160.51,552.020979036
2023-01-31,160.51,161.678,158.954,160.51,631.174825192
2023-02-01,160.51,161.094,159.537,160.121,782.286713308
2023-02-02,161.872,161.872,159.537,161.872,1154.412587444
2023-02-03,163.234,163.234,160.51,161.483,1478.223776264
2023-02-06,159.732,160.899,158.954,159.732,908.727272752
2023-02-07,160.121,160.51,156.814,157.592,1038.25174828
2023-02-08,157.592,159.537,154.673,155.452,2262.566433628
2023-02-09,155.841,157.397,155.063,155.646,3902.181818288
2023-02-10,156.424,156.424,153.117,154.09,1829.79020984
2023-02-13,153.117,155.257,151.755,151.95,842.93706296
2023-02-14,153.701,154.673,150.782,150.782,2096.034965092
2023-02-15,150.782,152.533,149.615,149.615,4272.251748368
2023-02-16,150.588,151.755,148.837,149.615,1053.6713287
2023-02-17,151.755,151.755,149.42,149.42,1236.650349684
2023-02-20,150.588,154.673,150.588,154.673,726.776223796
2023-02-21,154.673,154.673,153.117,153.701,10898.559440856
2023-02-22,152.728,152.728,149.031,150.977,1773.2517483
2023-02-23,153.701,153.701,149.81,152.728,520.153846168
2023-02-24,152.728,153.506,150.004,150.393,577.720279736
2023-02-27,150.393,152.728,150.199,150.782,804.902097924
2023-02-28,151.755,152.144,149.226,149.42,3027.37762246
2023-03-01,149.031,150.004,146.307,147.669,3892.930070036
2023-03-02,146.307,146.307,142.611,142.805,8481.797203028
2023-03-03,143.973,144.751,142.611,143,5491.426573576
2023-03-06,143.778,145.14,143.389,143.778,5907.755244916
2023-03-07,145.529,148.253,143.389,143.389,4804.741258872
2023-03-08,143.389,145.335,138.525,141.054,10060.762238036
2023-03-09,142.611,145.918,140.86,141.833,13750.153846528
2023-03-10,142.027,142.027,140.471,141.054,6606.776223956
2023-03-13,141.054,141.833,137.747,139.109,6108.209790376
2023-03-14,139.693,141.054,138.914,140.082,3308.013986104
2023-03-15,141.054,141.054,136.385,138.914,3440.622377716
2023-03-16,137.747,138.914,135.801,136.19,5397.881119028
2023-03-17,138.136,142.027,134.439,135.607,5813.18181834
2023-03-20,136.969,137.552,133.467,136.969,18451.069930572
2023-03-21,140.082,141.444,135.607,136.19,4604.286713412
2023-03-22,137.552,137.552,135.218,135.801,2392.090909156
2023-03-23,135.218,135.996,131.521,132.299,7926.692307908
2023-03-24,131.132,131.132,126.463,129.381,9980.580419852
2023-03-27,129.381,130.159,128.019,128.992,1356.92307696
2023-03-28,130.354,142.805,130.354,136.19,134749.65734632
2023-03-29,137.163,137.358,133.856,135.218,4487.09790222
2023-03-30,136.969,143.195,133.272,143.195,26238.9860147
2023-03-31,143.389,145.14,141.833,144.946,12984.314685668
2023-04-03,144.946,145.918,140.471,143.973,3881.622377728
2023-04-04,144.751,144.751,142.222,142.805,1444.30069934
2023-04-05,143.778,144.556,139.303,139.887,1626.251748296
2023-04-06,139.303,140.665,139.303,139.498,2665.531468604
2023-04-11,140.86,142.805,139.109,141.638,2565.818181888
2023-04-12,139.109,141.833,135.218,136.19,17042.748252212
2023-04-13,137.163,140.082,134.634,135.218,7409.622377824
2023-04-14,135.218,136.385,132.105,135.996,58814.391609992
2023-04-17,136.19,143,136.19,143,3465.293706388
2023-04-18,143.195,144.946,141.054,144.946,4266.0839162
2023-04-19,144.946,144.946,142.611,144.362,1943.895104948
2023-04-20,143,144.946,143,144.946,2093.979021036
2023-04-21,144.459,144.946,141.054,144.946,2350.972028036
2023-04-24,144.946,150.782,141.054,148.35,9416.22377648
2023-04-25,148.35,148.837,145.432,145.918,2784.776223852
2023-04-26,145.432,147.864,142.514,147.864,3076.720279804
2023-04-27,146.405,150.782,139.109,150.782,11630.475524792
2023-04-28,150.782,150.782,143.973,150.296,2886.545454624
2023-05-02,150.782,150.782,145.918,147.864,1220.202797236
2023-05-04,147.378,147.378,143.973,143.973,1502.895104936
2023-05-05,143.973,145.918,141.541,143.973,2972.895104976
2023-05-08,143,147.864,143,143.973,1540.930069972
2023-05-09,144.946,144.946,142.027,143,1692.041958088
2023-05-10,144.459,144.459,142.027,143,2253.314685376
2023-05-11,143.973,143.973,139.109,140.082,2868.04195812
2023-05-12,140.082,145.918,139.595,144.459,2956.447552528
2023-05-15,143.973,144.946,140.568,141.054,2383.867132932
2023-05-16,141.054,141.054,139.109,141.054,2280.041958104
2023-05-17,141.541,142.027,139.109,139.595,1194.503496536
2023-05-18,141.054,141.054,139.109,139.109,1511.11888116
2023-05-19,139.595,141.054,138.136,140.082,4654.657342784
2023-05-22,140.082,143.973,140.082,143.973,2692.258741332
2023-05-23,141.054,142.027,135.218,138.136,7082.72727292
2023-05-24,138.136,141.054,134.245,141.054,7840.342657556
2023-05-25,137.163,143.486,136.19,143.486,3645.188811288
2023-05-26,142.514,143.973,140.082,143,1480.27972032
2023-05-29,143,143.486,140.568,142.027,3004.762237844
2023-05-30,142.514,142.514,139.109,142.027,2001.461538516
2023-05-31,143,143,138.622,142.027,3732.566433668
2023-06-01,142.514,143,139.109,143,1534.762237804
2023-06-02,143,143,139.109,140.082,2357.139860204
2023-06-05,141.054,141.541,138.622,141.541,1680.73426578
2023-06-06,141.054,142.514,141.054,142.514,995.076923104
2023-06-07,142.514,143,141.054,143,1150.300699332
2023-06-09,143,143,141.541,142.027,304.279720288
2023-06-12,142.027,145.918,142.027,145.918,1822.594405644
2023-06-13,145.918,149.81,144.946,145.918,3724.342657444
2023-06-14,145.432,148.35,143.486,145.432,3500.24475534
2023-06-15,145.432,145.918,143.486,145.918,1999.40559446
2023-06-16,145.918,148.35,143.973,145.918,3002.706293788
2023-06-19,145.918,149.81,144.946,147.864,1196.559440592
2023-06-20,147.864,148.837,145.918,147.864,1353.839160876
2023-06-21,147.864,147.864,144.946,145.918,1768.11188816
2023-06-22,145.432,146.891,142.514,142.514,2203.972028032
2023-06-23,143.486,144.946,142.514,144.946,2865.986014064
2023-06-26,145.918,147.864,143,147.864,1598.49650354
2023-06-27,147.864,147.864,144.946,144.946,2512.363636432
2023-06-28,144.946,147.864,144.459,147.864,1557.37762242
2023-06-29,145.918,147.864,144.459,144.459,2200.888111948
2023-06-30,145.432,145.918,143.486,143.973,1626.251748296
2023-07-03,144.946,146.405,143,143.973,1087.594405624
2023-07-04,144.459,145.918,143.486,144.946,5629.174825328
2023-07-05,145.432,145.432,141.541,143.486,2180.328671388
2023-07-06,143,143.486,141.054,143,1749.608391656
2023-07-07,143,148,143,148,2032
2023-07-10,148,148,145,146,853
2023-07-11,147.5,148,145.5,148,1559
2023-07-12,148,148,145.5,146,2775
2023-07-13,146.5,146.5,144.5,145.5,14031
2023-07-14,146,150,145,150,10748
2023-07-17,150,150,147,149.5,2195
2023-07-18,150,150,148,149,2327
2023-07-19,148.5,148.5,146.5,147,6124
2023-07-20,147,148,145.5,146.5,5887
2023-07-21,147.5,147.5,145,146,3658
2023-07-24,147,148,145,148,12299
2023-07-25,148.5,148.5,146.5,148.5,6195
2023-07-26,148.5,152,147.5,151.5,22554
2023-07-27,151,151,148.5,150,16814
2023-07-28,150,150,147.5,150,1348
2023-07-31,150,150,148,150,2497
2023-08-01,150.5,150.5,148.5,149,1399
2023-08-02,149.5,149.5,146.5,148.5,1994
2023-08-03,148.5,148.5,145.5,146.5,2725
2023-08-04,146,149,145.5,149,1229
2023-08-07,149.5,149.5,146,146,772
2023-08-08,146,147,140.5,143,3726
2023-08-09,141,143,139,143,5641
2023-08-10,144.5,148,142,148,1709
2023-08-11,148,148,144,147.5,1389
2023-08-14,147.5,147.5,144,145,647
2023-08-16,145.5,145.5,141.5,144,1912
2023-08-17,144,144,141,144,1165
2023-08-18,144,144,142,142,442
2023-08-21,141.5,147,141.5,147,1672
2023-08-22,147,149,145.5,148.5,4988
2023-08-23,145,146,144,146,968
2023-08-24,144.5,146.5,144.5,146,470
2023-08-25,145,146,144,144,427
2023-08-28,144.5,144.5,143.5,143.5,264
2023-08-29,144.5,145.5,143,145.5,616
2023-08-30,146,147.5,143.5,145.5,1747
2023-08-31,143.5,145,143.5,144.5,1157
2023-09-01,144,144.5,142.5,143,1683
2023-09-04,143,143.5,141.5,142,1732
2023-09-05,141.5,144,141.5,142.5,837
2023-09-06,142.5,144,141.5,144,1105
2023-09-07,142.5,144,141.5,144,1204
2023-09-08,143,144,142,142,516
2023-09-11,143,143,141.5,141.5,373
2023-09-12,141.5,143,141,141,972
2023-09-13,141,142.5,141,141.5,520
2023-09-14,142,142,141.5,142,1009
2023-09-15,142,144,142,142,1200
2023-09-18,143,144.5,142,144.5,640
2023-09-19,143,144,142,144,731
2023-09-20,142.5,144.5,142,142.5,783
2023-09-21,142.5,144,141.5,144,742
2023-09-22,143,143.5,142,142.5,913
2023-09-25,142,142.5,141,141,600
2023-09-26,141.5,141.5,141,141,411
2023-09-27,141,141.5,139,139,1597
2023-09-28,139,142,135,142,3542
2023-09-29,142,143,139.5,141,946
2023-10-02,139.5,144.5,139,144.5,5503
2023-10-03,144.5,148,143,148,1763
2023-10-04,147,150,143,148,4351
2023-10-05,148,148,145.5,147,2688
2023-10-06,146.5,148,146,148,4257
2023-10-09,148,150,147,150,1997
2023-10-10,150,152.5,149.5,152.5,3211
2023-10-11,152.5,153.5,150.5,153,1757
2023-10-12,153,154,152.5,153,3066
2023-10-13,153,154,152,154,1028
2023-10-16,154,155,152.5,154.5,3535
2023-10-17,153,154.5,152.5,154.5,4921
2023-10-18,155,155,153.5,154.5,1433
2023-10-19,154,154,150.5,151.5,4079
2023-10-20,150.5,152,147.5,152,21720
2023-10-23,152.5,153,151,153,1497
2023-10-24,151.5,153,151,151,498
2023-10-25,150.5,152,149,151,4646
2023-10-26,151,152,149.5,150.5,3379
2023-10-27,150.5,150.5,148,149,3182
2023-10-30,148,151,148,150.5,3841
2023-10-31,151.5,152,148.5,150,6415
2023-11-02,150,155,149,155,5919
2023-11-03,155,155.5,152,152,6967
2023-11-06,152,155,152,155,1500
2023-11-07,155,155.5,154,155,1168
2023-11-08,153.5,155,153,154,549
2023-11-09,153,155,152,155,920
2023-11-10,155,155.5,154,155,28805
2023-11-13,155.5,160,155.5,158,27183
2023-11-14,156.5,169.5,156,167.5,25977
2023-11-15,169,176,166.5,172,8974
2023-11-16,172,175,172,173,6865
2023-11-17,172,172,168.5,169,942
2023-11-20,166,178,165,177.5,10822
2023-11-21,177.5,178.5,176,176,5114
2023-11-22,177,180,177,179.5,2946
2023-11-23,179.5,179.5,177,178.5,1633
2023-11-24,176,179.5,173.5,179,3644
2023-11-27,177,178,171,176.5,1756
2023-11-28,176,180,174.5,180,2270
2023-11-29,178.5,180,175.5,176,610
2023-11-30,174.5,176.5,174,176,1949
2023-12-01,176,183.5,176,183,4866
2023-12-04,183.5,184.5,177,178.5,2102
2023-12-05,177.5,177.5,172,176,4287
2023-12-06,175,175.5,173,175.5,939
2023-12-07,174.5,178,174.5,177,1183
2023-12-08,176.5,179.5,176.5,177,984
2023-12-11,177,182,177,180,1282
2023-12-12,180,181,178.5,180,871
2023-12-13,178,187,177,186.5,3922
2023-12-14,188,190.5,181,190.5,5054
2023-12-15,191,193,185,188,4870
2023-12-18,191.5,206,188.5,206,10254
2023-12-19,206,215,198.5,214,11067
2023-12-20,208,214,206,206,3409
2023-12-21,205,207,201,207,3385
2023-12-22,205,206,201,205,1531
2023-12-27,204,215,201,214,5540
2023-12-28,215,220,214,220,5317
2023-12-29,220,223,208,208,4332
2024-01-02,210,215,207,207,2123
2024-01-03,206,210,199,203,2992
2024-01-04,203,204,199,200,1234
2024-01-05,200,207,195.5,207,3877
2024-01-08,207,208,199,207,7705
2024-01-09,207,215,205,213,11233
2024-01-10,213,213,210,211,668
2024-01-11,210,213,208,212,3240
2024-01-12,212,213,208,210,1604
2024-01-15,208,209,204,207,1815
2024-01-16,205,207,204,206,32432
2024-01-17,207,208,204,205,3105
2024-01-18,205,210,203,207,5938
2024-01-19,206,208,204,204,3881
2024-01-22,205,206,204,205,767
2024-01-23,204,206,204,206,422
2024-01-24,207,210,205,208,35776
2024-01-25,208,210,207,210,2409
2024-01-26,210,210,207,210,1211
2024-01-29,210,212,209,212,584
2024-01-30,210,212,209,210,1059
2024-01-31,212,215,210,210,3851
2024-02-01,216,222,214,221,7925
2024-02-02,222,223,219,220,4747
2024-02-05,221,222,218,221,1570
2024-02-06,219,227,219,227,5115
2024-02-07,227,231,227,231,11913
2024-02-08,232,235,229,234,35237
2024-02-09,235,235,229,234,963
2024-02-12,234,235,233,235,4464
2024-02-13,233,237,223,229,9817
2024-02-14,229,236,228,235,631
2024-02-15,237,243,234,243,3765
2024-02-16,243,246,242,244,1763
2024-02-19,244,248,241,248,3126
2024-02-20,248,252,246,251,6933
2024-02-21,251,251,245,249,6956
2024-02-22,247,250,243,250,5495
2024-02-23,249,250,246,246,1555
2024-02-26,245,250,244,248,1085
